|TrainingName|TotalCost
2519|ibm cognos transformer: design olap models (v10.2) spvc|2498
2520|people management pour collaborateurs ict|0
2521|dimensional modeling in depth|2484
2522|microsoft partner connect 2013|250
2523|sas programming 1|1580
2524|business objects xir3|0
2525|cognos report studio|0
2526|sas programming 2|0
2527|sap business objects xir3|0
2528|cognos report studio|0
2529|self training for sql 2012 certificate upgrades|500
2530|oracle technology day: plug into the cloud with oracle database 12c |250
2531| oracle exadata 11g implementation boot camp|1335,0999999999999
2532|sas forum belux 2013|0
2533|sas visual analytics - fast track|925
2534|business analysis: requirements development, documentation and management|2413,9499999999998
2535|certified scrummaster|2020
2536|tdwi premimum membershiphttp://tdwi.org/pages/membership/tdwi-membership-pricing-and-information.aspx|275
2537|business objects|500
2538|cognos report studio|500
2539|foc36 - assertivité|250
2540|ret: basishttp://www.hrdacademy.be/nl/trainingen/trainersacademy/rationeel_emotieve_training_ret_basis-3-17|0
2541|sap business objects xi|0
2542|self training for sql 2012 certificate upgrades + microsoft exam 70-457|400
2543|cognos report studio|0
2544|sas(r) base programming 1|1580
2545|résoudre les problèmes de manière créative|250
2546|sql server days 2013|0
2547|data governance & data stewardship|50
2548|oracle bi foundation suite|1335,5
2549|obi foundation suite implementation bootcamp|2587,5
2550|informatica 9.x powercenter administrator|0
2551|oracle business intelligence foundation 11g bootcamp|2587,5
2552|master data management|0
2553|master data management|0
2554|re|0
2555|exam 70-461  querying microsoft sql server 2012 training kit|50
2556|exam 70-462 administering microsoft sql server 2012 databases training kit|50
2557|exam 70-463 implementing a data warehouse with microsoft sql server 2012|50
2558|self study netezza certification|1250
2559|business analytics insight 2013 |0
2560|sas programming 2|840
2561|business analytics insight 2013|0
2562|unix/linux/aix shell programming|0
2563|business analytics insight conference 2013 (schaerbeek)|0
2564|executive master in finance part 1 & 2|7775
2565|emf training 1|250
2566|emf training 1|250
2567|emf training 1|250
2568|ibm puredata system for analytics technical mastery test v1|137,5
2569|les bases d'itil|250
2570|microsoft business intelligence platform for architects and project managers|0
2571|sas programming 2|0
2572|sbop dashboards 4.0: core and connectivity|0
2573|cognos - bo 4.0|500
2574|cognos framework manager: design metadata models|0
2575|the people manager|250
2576|the people manager|500
2577|inzicht in kosten and budgetten|2895
2578|inzicht in financial beheer|1950
2579|sas(r) visual analytics: fast track|0
2580|assertieve communicatie (inf101)|0
2581|hoe begeleidt u een brainstormsessie? (inf78)|250
2582|informatica powercenter 9.x level i developer|0
2583|seminarie agile & lean bi|845
2584|informatica 9.x powercenter administrator|3200
2585|oracle endeca bootcamp|0
2586|training kalido diw|723
2587|kalido mdm|0
2588|proof of technology - big data - analyzing data at rest and in motion|0
2589|proof of technology - big data - unlocking big data with data explorer|0
2590|oracle endeca bootcamp|1552,5
2591|sql server days 2013|0
2592|ibm businessconnect 2013 (former ibm cognos performance)|0
2593|datavirtualisatie voor agile bi|970
2594|http://riskbooks.com/energy-markets|194,84
2595|kalido diw|300
2596|oracle endeca bootcamp|1552,5
2597|implementing a data warehouse with microsoft® sql server® 2012|2896,25
2598|oracle business intelligence foundation suite 11g presales specialist |250
2599|sin81 - la méthode agile dans le développement de logiciels|0
2600|communication assertive pour collaborateurs it|0
2601|communication assertive pour collaborateur it|0
2602|la méthode agile dans le développement de logiciels|0
2603|writing for business|0
2604|writing for business|250
2605|writing for business|500
2606|certified scrum master|1520
2607|cognos dmr en transformer|500
2608|tableau partner readiness training|956
2609|sql server days 2013|775
2610|prezi training|0
2611|kalido mdm|724,15999999999997
2612|agil : scrum master training|1520
2613|sas forum|150
2614|sas(r) visual analytics: fast track|1675
2615|ibm cognos 10 bi multidimensional author certification|274,61000000000001
2616|cefora prezi training|250
2617|emf - training day|250
2618|emf - training day|250
2619|emf - training day|250
2620|emf - training day|250
2621|emf - training day|250
2622|emf - training day|250
2623|emf - training day|250
2624|elearning|2200
2625|cevora - master data managment|500
2626|self study dimensional modeling|0
2627|tdwi data governance on line coursehttp://ecm.elearningcurve.com/online_data_governance_fundamentals_course_p/dg-01-a.htm|410
2628|tdwi data governance deployment on line coursehttp://ecm.elearningcurve.com/productdetails.asp?productcode=dg%2d05%2da|330
2629|sas visual analytics|1212,5
2630|elearning|500
2631|kalido mdm|125
2632|study for microsoft exam nr 2|500
2633|functionele analyse van a tot z|250
2634|study for microsoft exam nr 2|125
2635|informatica powercenter|500
2636|oracle endeca bootcamp|750
2637|qlikview developer & designer.|2700
2638|ead75 - le pouvoir de la communication non-verbale|0
2639|english training level 3|150,19999999999999
2640|english training level 4|111,55
2641|ibm cognos transformer: design olap models (v10.2) spvc|1360
2642|ibm cognos bi: combined administration, architecture, and logging (v10.2) spvc|2758
2643|enterprise master data management: an soa approach to managing core information|85,469999999999999
2644|test c2020-612: ibm cognos 10 bi author|304,18000000000001
2645|datawarehouse automation|677
2646|buf56 - excel : base|0
2647|buf57 - excel : avancé|250
2648|buf52 - word : avancé (publipostages et modèles)|0
2649|buf53 - word avancé (documents longs)|0
2650|ibm cognos mobile administration (v10.1) - elearning|70
2651|ibm cognos mobile for ipad tablets (v10.1.1/10.2) - elearning training|320
2652|ibm cognos mobile for consumers using iphone (v10.1/10.2) - elearning|70
2653|bm cognos report studio: author active reports (v10.1) spvc |0
2654|sin15 - diminuez votre stress au travail|0
2655|certification for microsoft excel 2010|305
2656|big data concepten|730
2657|oracle hyperion planning certification|0
2658|exam: c2020-180 ibm cognos bi professional|273
2659|oracle essbase 11.1.2 bootcamp e-learning|4139
2660|oracle hyperion planning certification selfstudy|0
2661|tableau partner summit (london)|1144,54
2662|j2210be - ibm cognos bi what's new: 10.2 spvc|590
2663|j2263be - ibm cognos cube designer: design dynamic cubes (v10.2) spvc|0
2664|big data concepts|730
2665|big data in practice|1460
2666|gartner mdm summit|3179
2667|selfstudy obiee|750
2668|excel avancé|250
2669|writing for business|0
2670|writing for business|0
2671|writing for business|0
2672|writing for business|0
2673|ibm cognos tm1: interact with data (v10.1) - elearning traininghttp://www.learnquest.com/course-detail.aspx?cnum=p8153be&s20150715=i|430
2674|sql 2014 & analytics - partner training|1773,9000000000001
2675|enterprise-information-management-with-sap pdf + epub|44,310000000000002
2676|sin18 - people management pour collaborateurs ict|500
2677|confirmation: ibm infosphere data explorer bootcamp|1000
2678|executing dta quality projects ebook|45,670000000000002
2679|data quality assessment by arkady maydanchikisbn-10: 0977140024isbn-13: 978-0977140022paperback|68,310000000000002
2680|ibm infosphere data explorer bootcamp|1000
2681|visual analytics: data preparation and administration course |1145
2682|sas fm 5.4 delta bootcamp|1874,5999999999999
2683|int127 - windows server 2012|1000
2684|data science for business|27,989999999999998
2685|ead75 - le pouvoir de la communication non-verbale|0
2686|certification qlikview designer |325
2687|cerificatiin qlikview developer|325
2688|tableau partner summit|125
2689|sin24 - writing for business|0
2690|sin19 - convaincre vos clients et/ou vos collaborateurs ict|0
2691|sql server analysis services|2675
2692|oracle hyperion planning certification selfstudy|0
2693|visualize this by nathan yau|20,25
2694|business analysis: requirements development, documentation and management|0
2695|sin19 - convaincre vos clients et/ou vos collaborateurs ict|250
2696|kimball - dimensional modeling in depth|4851
2697|sin19 - convaincre vos clients et/ou vos collaborateurs ict|250
2698|presentation skills 1|0
2699|presentation skills - day 1|250
2700|c_bosup_90 - sap certified support associate - incident management with sap businessobjects|430
2701|sas training special - visual analytics: data preparation and administration |1145
2702|sap certified support associate - incident management with sap businessobjects|430
2703|options, futures, and other derivatives (8th edition)|82,269999999999996
2704|gartner bi summit|2525
2705|oracle essbase 11.1.2 bootcamp e-learning|125
2706|oracle essbase 11.1.2 bootcamp e-learning|250
2707|designing, tuning, and maintaining sas (r)olap cubes|0
2708|intensif matin - néerlandais|1649
2709|tableau conference den haag|1149
2710|ebook_oracle hyperion planning 11 essentials |51,719999999999999
2711|visual analytics: data preparation and administration course |1145
2712|visual analytics: data preparation and administration |1145
2713|ibm pure data analytics|1000
2714|inf101 - assertieve communicatie|250
2715|excel avancé|250
2716|ibm personal invitation : dynamic cubes  technical enablement for business partnes|250
2717|sas enterprise guide 1: querying and reporting|1095
2718|visualisation for business intelligence|650
2719|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|2910
2720|certified scrummaster|0
2721|certified scrummaster|1792
2722|onderhandelen met jezelf - erica ariel fox|22
2723|i-lean scrum training|1792
2724|oracle 12c upgradeseminar belgium|0
2725|visualisatie voor business intelligence|650
2726|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|125
2727|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|250
2728|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|125
2729|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|250
2730|oracle hyperion planning 11.1.2: create & manage applications (11.1.2.2)|125
2731|excel avancé day 2|250
2732|adn90 - hou je stress in de hand|0
2733|visualisatie voor bi: ontwerp correcte, duidelijke en doeltreffende grafieken en dashboards|677
2734|business analysis: requirements development,documentation and management|2995
2735|visualisatie voor business intelligence|483
2736|itil foundation|1930
2737|tableau software|835,29999999999995
2738|french course amira|2085
2739|visualisatie voor business intelligence|0
2740|technical training from ibs|2900
2741|sas(r) platform administration: fast track|2915
2742|pmi/pmbok training|2087
2743|project management training. pmbok|1837
2744|pmbok|2087
2745|pmi - project management training|2087
2746|teradata cto roadshow|250
2747|pmi - project management training|2087
2748|pmi project management|2083
2749|peoplemanagement|0
2750|ibm ibm cognos framework manager: design metadata models (v10.2) (b5252g) |0
2751|pmi|2083
2752|teradata cto roadshow|0
2753|pmi|2083
2754|visualisatie voor business intelligence|608
2755|ibm ibm infosphere datastage essentials v9.1 (wbt) (1m202g-wbt) |712
2756|ibm cognos report studio: author professional reports advanced (v10.2) (b5259g)|0
2757|ibm cognos report studio: author reports with multidimensional data (v10.2) (b5261g) - day 1|1080
2758|ibm cognos data manager: build data marts with enterprise data (v10.2) spvc (j2280g-spvc)|2175
